date,value
2018-04-17,267.110949228
2018-04-18,264.627764461
2018-04-19,279.736633933
2018-04-20,295.225693665
2018-04-21,309.98203732
2018-04-22,302.633674553
2018-04-23,311.392979637
2018-04-24,322.517754858
2018-04-25,350.266312572
2018-04-26,312.471880693
2018-04-27,346.058068756
2018-04-28,338.958594243
2018-04-29,378.759532759
2018-04-30,399.415493991
2018-05-01,380.31488595
2018-05-02,385.297298443
2018-05-03,403.255494336
2018-05-04,425.662955259
2018-05-05,424.323389203
2018-05-06,419.687968255
2018-05-07,405.092412061
2018-05-08,395.360511007
2018-05-09,414.584867686
2018-05-10,437.102745771
2018-05-11,402.473558904
2018-05-12,364.505518932
2018-05-13,367.062781256
2018-05-14,361.260717355
2018-05-15,355.458653455
2018-05-16,349.656589554
2018-05-17,343.854525654
2018-05-18,338.052461753
2018-05-19,353.510042973
2018-05-20,353.583647725
2018-05-21,368.494311281
2018-05-22,356.023761245
2018-05-23,325.83822292
2018-05-24,293.909220601
2018-05-25,307.516746991
2018-05-26,295.503821858
2018-05-27,291.048646729
2018-05-28,286.244485059
2018-05-29,260.118978548
2018-05-30,291.772935263
2018-05-31,286.822440924
2018-06-01,299.854663049
2018-06-02,295.610964724
2018-06-03,306.946469799
2018-06-04,315.206332279
2018-06-05,291.565339405
2018-06-06,297.374667918
2018-06-07,293.902282709
2018-06-08,293.10770788
2018-06-09,286.860198094
2018-06-10,278.954395256
2018-06-11,235.076022433
2018-06-12,241.179298711
2018-06-13,217.619719101
2018-06-14,206.85856183
2018-06-15,224.183199273
2018-06-16,210.991223839
2018-06-17,212.715710126
2018-06-18,209.326637816
2018-06-19,216.085308802
2018-06-20,216.336193996
2018-06-21,212.186664063
2018-06-22,207.760618467
2018-06-23,177.336614636
2018-06-24,176.794276754
2018-06-25,166.67524618
2018-06-26,177.619438904
2018-06-27,162.847401088
2018-06-28,166.573983216
2018-06-29,155.643590851
2018-06-30,167.251942122
2018-07-01,180.796026276
2018-07-02,183.711574542
2018-07-03,200.826783314
2018-07-04,193.144334356
2018-07-05,200.929071585
2018-07-06,196.016154388
2018-07-07,198.339511345
2018-07-08,202.236335176
2018-07-09,200.896451473
2018-07-10,192.424514835
2018-07-11,173.107997089
2018-07-12,173.618822993
2018-07-13,165.984411583
2018-07-14,171.302236359
2018-07-15,172.517908657
2018-07-16,178.135310903
2018-07-17,193.339280973
2018-07-18,209.081234904
2018-07-19,205.890864683
2018-07-20,202.096619683
2018-07-21,184.694514748
2018-07-22,189.972027985
2018-07-23,188.911679621
2018-07-24,186.981464492
2018-07-25,191.275095358
2018-07-26,191.167764566
2018-07-27,181.995500654
2018-07-28,187.040167113
2018-07-29,186.800003228
2018-07-30,184.847114966
2018-07-31,179.324543619
2018-08-01,164.131183514
2018-08-02,160.770973229
2018-08-03,151.247483843
2018-08-04,149.145903498
2018-08-05,143.533039475
2018-08-06,148.144600581
2018-08-07,145.364380542
2018-08-08,138.483158376
2018-08-09,121.506703098
2018-08-10,128.525136601
2018-08-11,116.917395083
2018-08-12,111.503028323
2018-08-13,112.382717147
2018-08-14,100.920475279
2018-08-15,95.1488919983
2018-08-16,97.5395708407
2018-08-17,101.141235205
2018-08-18,121.553522717
2018-08-19,110.19202603
2018-08-20,114.988474832
2018-08-21,104.871994109
2018-08-22,109.229068615
2018-08-23,104.944141671
2018-08-24,108.954302501
2018-08-25,113.86989673
2018-08-26,116.18953082
2018-08-27,117.793288655
2018-08-28,123.494761393
2018-08-29,129.40876594
2018-08-30,124.683728189
2018-08-31,122.207131851
2018-09-01,125.772329405
2018-09-02,133.38153868
2018-09-03,130.295281523
2018-09-04,130.374430432
2018-09-05,132.783386417
2018-09-06,108.524455973
2018-09-07,110.04307335
2018-09-08,105.241719969
2018-09-09,99.3856923987
2018-09-10,99.011921187
2018-09-11,99.7042929126
2018-09-12,94.7597747535
2018-09-13,94.7523726097
2018-09-14,101.369366072
2018-09-15,101.135390219
2018-09-16,103.248219792
2018-09-17,104.288179394
2018-09-18,95.9232400941
2018-09-19,99.9315392711
2018-09-20,100.333371018
2018-09-21,105.327709935
2018-09-22,112.797107835
2018-09-23,108.46926307
2018-09-24,111.417561954
2018-09-25,106.321446167
2018-09-26,104.211941038
2018-09-27,103.942755455
2018-09-28,112.142884147
2018-09-29,109.805575264
2018-09-30,110.642267144
2018-10-01,111.169472831
2018-10-02,110.852266333
2018-10-03,109.988294115
