date,value
2017-06-29,410.667221773
2017-06-30,393.32909225
2017-07-01,378.947017077
2017-07-02,364.188572769
2017-07-03,383.652595815
2017-07-04,386.060107273
2017-07-05,388.129130854
2017-07-06,387.326366555
2017-07-07,387.273110732
2017-07-08,361.610848741
2017-07-09,369.564133806
2017-07-10,360.213865782
2017-07-11,320.735679598
2017-07-12,311.080243964
2017-07-13,339.7617077
2017-07-14,325.202261534
2017-07-15,312.199026733
2017-07-16,274.074071416
2017-07-17,259.853018467
2017-07-18,305.196196225
2017-07-19,328.789708728
2017-07-20,309.99946902
2017-07-21,377.215122919
2017-07-22,355.118137295
2017-07-23,359.311080049
2017-07-24,363.504022803
2017-07-25,367.696965557
2017-07-26,338.362661065
2017-07-27,341.013850398
2017-07-28,343.665039732
2017-07-29,346.316229065
2017-07-30,346.315265262
2017-07-31,361.183420128
2017-08-01,376.051574995
2017-08-02,390.919729861
2017-08-03,390.673950109
2017-08-04,398.340282257
2017-08-05,389.562279274
2017-08-06,436.244724723
2017-08-07,436.408537644
2017-08-08,446.937986371
2017-08-09,457.467435097
2017-08-10,467.996883823
2017-08-11,475.479764554
2017-08-12,498.608595159
2017-08-13,504.6610377
2017-08-14,519.748506409
2017-08-15,543.273310286
2017-08-16,521.592978659
2017-08-17,545.100751154
2017-08-18,547.149325291
2017-08-19,550.62783705
2017-08-20,559.310582274
2017-08-21,554.171717667
2017-08-22,559.919774829
2017-08-23,565.667831992
2017-08-24,571.415889154
2017-08-25,589.038643512
2017-08-26,595.968339328
2017-08-27,595.76237488
2017-08-28,604.289374469
2017-08-29,605.975241768
2017-08-30,625.511934365
2017-08-31,635.096684777
2017-09-01,655.494752211
2017-09-02,676.706412976
2017-09-03,619.581812495
2017-09-04,626.175357832
2017-09-05,558.063421198
2017-09-06,581.951452565
2017-09-07,624.2678279
2017-09-08,620.277751214
2017-09-09,563.170236784
2017-09-10,558.409764455
2017-09-11,545.967876174
2017-09-12,557.359461591
2017-09-13,550.209515386
2017-09-14,514.666611489
2017-09-15,418.736253183
2017-09-16,480.123044731
2017-09-17,479.837625368
2017-09-18,480.929696081
2017-09-19,532.862734305
2017-09-20,517.728118745
2017-09-21,515.784340917
2017-09-22,471.890707184
2017-09-23,476.092212401
2017-09-24,500.555586246
2017-09-25,487.458259809
2017-09-26,517.88909532
2017-09-27,512.57285723
2017-09-28,551.95098444
2017-09-29,547.125462254
2017-09-30,536.976380351
2017-10-01,554.882622816
2017-10-02,560.032632748
2017-10-03,554.981585703
2017-10-04,543.68119395
2017-10-05,535.41718709
2017-10-06,546.777052311
