date,value
2017-10-07,556.187554744
2017-10-08,563.322732257
2017-10-09,579.496745757
2017-10-10,577.209479638
2017-10-11,581.208806757
2017-10-12,587.720443971
2017-10-13,629.815007701
2017-10-14,663.997849936
2017-10-15,677.895130028
2017-10-16,654.239621575
2017-10-17,667.550266167
2017-10-18,648.504111201
2017-10-19,641.464016758
2017-10-20,646.89484106
2017-10-21,667.733615763
2017-10-22,665.809114752
2017-10-23,656.940529656
2017-10-24,644.402231317
2017-10-25,624.493293441
2017-10-26,640.797909291
2017-10-27,652.064044407
2017-10-28,644.696409732
2017-10-29,643.658722175
2017-10-30,682.778694872
2017-10-31,695.952902526
2017-11-01,709.127110179
2017-11-02,722.301317833
2017-11-03,745.28312578
2017-11-04,769.982886235
2017-11-05,781.899172546
2017-11-06,782.868771902
2017-11-07,751.00129028
2017-11-08,762.935710008
2017-11-09,799.882563715
2017-11-10,786.193634848
2017-11-11,755.910433304
2017-11-12,776.413051272
2017-11-13,742.135785608
2017-11-14,790.979849774
2017-11-15,800.436228088
2017-11-16,845.863240985
2017-11-17,869.957543277
2017-11-18,878.859671185
2017-11-19,899.126679995
2017-11-20,917.729817124
2017-11-21,946.597449151
2017-11-22,925.437860554
2017-11-23,960.345086747
2017-11-24,980.857938545
2017-11-25,1021.45426976
2017-11-26,1062.0457049
2017-11-27,1102.63714004
2017-11-28,1143.22857518
2017-11-29,1156.37996941
2017-11-30,1110.74475135
2017-12-01,1124.81881856
2017-12-02,1220.26239954
2017-12-03,1219.83688715
2017-12-04,1253.99420642
2017-12-05,1289.43704982
2017-12-06,1277.94966975
2017-12-07,1406.98325365
2017-12-08,1618.44028723
2017-12-09,1601.0023835
2017-12-10,1527.10540335
2017-12-11,1513.66165035
2017-12-12,1704.66963113
2017-12-13,1852.73831704
2017-12-14,1827.39605275
2017-12-15,1934.07863843
2017-12-16,1986.18309306
2017-12-17,2123.31133182
2017-12-18,2123.92570725
2017-12-19,2194.19413749
2017-12-20,2128.25309433
2017-12-21,2127.95434909
2017-12-22,2087.93615993
2017-12-23,1789.88396322
2017-12-24,1903.5861705
2017-12-25,1826.65782434
2017-12-26,1845.55633358
2017-12-27,2031.44204542
2017-12-28,2004.34821509
2017-12-29,1907.35035588
2017-12-30,2051.89688847
2017-12-31,1852.46426904
2018-01-01,2022.30452455
2018-01-02,2019.27956474
2018-01-03,2223.83349495
2018-01-04,2436.73547188
2018-01-05,2416.26633008
2018-01-06,2497.48278274
2018-01-07,2582.48615847
2018-01-08,2579.97602594
2018-01-09,2398.55261591
2018-01-10,2356.85553908
2018-01-11,2386.16600292
2018-01-12,2162.61939684
2018-01-13,2319.23331488
2018-01-14,2407.05589261
2018-01-15,2295.79686769
2018-01-16,2216.23666327
2018-01-17,1763.19620273
2018-01-18,1776.94260458
2018-01-19,1812.86006007
2018-01-20,1854.61987207
2018-01-21,2043.80306425
2018-01-22,1833.10145673
2018-01-23,1733.24968163
2018-01-24,1728.80365017
2018-01-25,1823.36018135
2018-01-26,1795.21775193
2018-01-27,1772.58239401
2018-01-28,1827.66689467
2018-01-29,1939.55860371
2018-01-30,1837.36003991
2018-01-31,1643.67893254
2018-02-01,1683.32891188
2018-02-02,1493.08057186
2018-02-03,1409.27857418
2018-02-04,1492.38318943
2018-02-05,1302.54329119
2018-02-06,1090.57068388
2018-02-07,1217.37392788
2018-02-08,1178.55612862
2018-02-09,1297.92390702
2018-02-10,1394.32007281
2018-02-11,1384.95957024
2018-02-12,1309.24321775
2018-02-13,1420.11739678
2018-02-14,1367.69444429
2018-02-15,1526.71041704
2018-02-16,1538.38981108
2018-02-17,1567.14526049
2018-02-18,1664.16813097
2018-02-19,1550.49303696
2018-02-20,1633.42611373
2018-02-21,1585.73482668
2018-02-22,1483.17251422
2018-02-23,1397.28514029
2018-02-24,1459.21565875
2018-02-25,1398.90712038
2018-02-26,1400.79915687
2018-02-27,1474.05232315
2018-02-28,1493.64408068
2018-03-01,1448.90439337
2018-03-02,1513.02473253
2018-03-03,1508.42761995
2018-03-04,1539.57815657
2018-03-05,1569.67013426
2018-03-06,1541.88311954
2018-03-07,1458.92227424
2018-03-08,1346.47957848
2018-03-09,1263.98155095
2018-03-10,1278.55225188
2018-03-11,1208.78789408
2018-03-12,1303.27301854
2018-03-13,1245.2655314
2018-03-14,1243.66449748
2018-03-15,1111.29029846
2018-03-16,1112.98063515
2018-03-17,1106.03204768
2018-03-18,1039.45907852
2018-03-19,1066.4906723
2018-03-20,1125.51446098
2018-03-21,1154.40711708
2018-03-22,1151.65564882
2018-03-23,1127.85840541
2018-03-24,1145.44540105
2018-03-25,1096.61399479
2018-03-26,1093.69600132
2018-03-27,1037.23366052
2018-03-28,983.294935986
2018-03-29,993.852645999
2018-03-30,876.447078536
2018-03-31,861.852117961
2018-04-01,868.825526068
2018-04-02,846.809353496
2018-04-03,874.041317521
2018-04-04,931.02307367
2018-04-05,848.130526525
2018-04-06,849.508401822
2018-04-07,824.023016183
2018-04-08,855.992947081
2018-04-09,877.869234375
2018-04-10,853.06047828
2018-04-11,868.207496584
2018-04-12,902.202059001
2018-04-13,1029.96042801
2018-04-14,1026.47633431
2018-04-15,1038.6285152
2018-04-16,1095.26419353
2018-04-17,1059.02279629
2018-04-18,1043.58891253
2018-04-19,1103.37265496
2018-04-20,1147.27213204
2018-04-21,1256.9208091
2018-04-22,1241.90769781
2018-04-23,1242.56345397
2018-04-24,1287.10238822
2018-04-25,1384.93582153
2018-04-26,1245.78622647
2018-04-27,1325.19714965
2018-04-28,1279.80151603
2018-04-29,1358.59098007
2018-04-30,1382.56067217
2018-05-01,1329.81648451
2018-05-02,1326.93579244
2018-05-03,1359.367458
2018-05-04,1436.33876868
2018-05-05,1435.00812607
2018-05-06,1483.76237795
2018-05-07,1447.3557162
2018-05-08,1393.41133769
2018-05-09,1369.11098627
2018-05-10,1377.73111077
2018-05-11,1321.14895722
2018-05-12,1220.07769942
2018-05-13,1237.36015886
2018-05-14,1222.89281464
2018-05-15,1208.42547042
2018-05-16,1193.9581262
2018-05-17,1179.49078199
2018-05-18,1165.02343777
2018-05-19,1196.73299355
2018-05-20,1194.72438213
2018-05-21,1241.62049291
2018-05-22,1212.03072588
2018-05-23,1135.89905025
2018-05-24,1046.59021457
2018-05-25,1084.3574053
2018-05-26,1057.13483726
2018-05-27,1046.96089834
2018-05-28,1039.53041031
2018-05-29,972.353302039
2018-05-30,1045.89586583
2018-05-31,1033.93912289
2018-06-01,1056.78572035
2018-06-02,1060.62596174
2018-06-03,1092.97731946
2018-06-04,1123.69758773
2018-06-05,1078.91598995
2018-06-06,1105.94083207
2018-06-07,1103.94923941
2018-06-08,1109.17997102
2018-06-09,1095.77308396
2018-06-10,1078.63660211
2018-06-11,956.692042123
2018-06-12,973.406270945
2018-06-13,912.597821744
2018-06-14,878.488623468
2018-06-15,937.868339824
2018-06-16,893.49541545
2018-06-17,906.003929805
2018-06-18,900.303869389
2018-06-19,934.145922221
2018-06-20,947.353465666
2018-06-21,943.771083899
2018-06-22,933.054013248
2018-06-23,829.191184014
2018-06-24,844.464493194
2018-06-25,828.078830545
2018-06-26,840.27335514
2018-06-27,800.325908154
2018-06-28,817.743765326
2018-06-29,776.56469256
2018-06-30,815.657013571
2018-07-01,843.691268323
2018-07-02,841.230177668
2018-07-03,885.36966639
2018-07-04,867.16324348
2018-07-05,877.741454408
2018-07-06,868.825043183
2018-07-07,873.464842178
2018-07-08,896.776283306
2018-07-09,888.749538943
2018-07-10,872.51889934
2018-07-11,817.44031926
2018-07-12,832.138402772
2018-07-13,810.320426628
2018-07-14,813.158965765
2018-07-15,817.488047147
2018-07-16,837.723712312
2018-07-17,894.027174722
2018-07-18,957.442834792
2018-07-19,951.345095052
2018-07-20,951.675658258
2018-07-21,915.287668866
2018-07-22,931.568469053
2018-07-23,927.218654558
2018-07-24,944.797682312
2018-07-25,1019.04739791
2018-07-26,999.159336029
2018-07-27,971.039316855
2018-07-28,995.286614761
2018-07-29,998.042858245
2018-07-30,994.833353315
2018-07-31,981.095344441
2018-08-01,931.613999261
2018-08-02,917.965727188
2018-08-03,900.165170647
2018-08-04,897.021996903
2018-08-05,857.199701533
2018-08-06,863.444794969
2018-08-07,849.552802458
2018-08-08,809.691778609
2018-08-09,749.206622576
2018-08-10,777.486200653
2018-08-11,726.222749226
2018-08-12,720.459108741
2018-08-13,727.098110114
2018-08-14,698.072118205
2018-08-15,688.068238216
2018-08-16,695.839031668
2018-08-17,704.530204874
2018-08-18,763.386165752
2018-08-19,725.542362306
2018-08-20,738.778156774
2018-08-21,696.358890422
2018-08-22,723.353963204
2018-08-23,703.868330386
2018-08-24,722.439221022
2018-08-25,737.971190939
2018-08-26,739.294495623
2018-08-27,732.995693696
2018-08-28,762.673252547
2018-08-29,785.146780355
2018-08-30,777.12229306
2018-08-31,767.606108764
2018-09-01,771.123409014
2018-09-02,800.408495459
2018-09-03,807.662985998
2018-09-04,799.138637779
2018-09-05,805.504346046
2018-09-06,707.144047414
2018-09-07,698.911131178
2018-09-08,680.73593063
2018-09-09,651.36793089
2018-09-10,655.666853108
2018-09-11,659.989702007
2018-09-12,648.734658636
2018-09-13,650.671558144
2018-09-14,680.145362593
2018-09-15,675.944849099
2018-09-16,685.762154534
2018-09-17,684.924226179
2018-09-18,648.760734112
2018-09-19,671.37706164
2018-09-20,678.150390255
2018-09-21,718.710895593
2018-09-22,772.116388013
2018-09-23,763.888307877
2018-09-24,768.894229322
2018-09-25,734.314682629
2018-09-26,723.253253713
2018-09-27,724.873809268
2018-09-28,759.791523787
2018-09-29,748.786545393
2018-09-30,755.423629979
2018-10-01,759.011164892
2018-10-02,753.982005258
2018-10-03,735.604732663
